10PromptsdeElitedoGeminiparaSalvarsuaProdutividade.pdf	pdf	bf656d2cb473e60b4e15ed442027a43d48e0927ebc419dc082013d35cf7902ed
10PromptsPoderososparaCriarAssistentesdeIAProfissionaisnoGeminiGems..pdf	pdf	10c84ca81a14b0afedef02dc6069a6cd55c01f26d41e6d0d1f5677a8eb1eb2dd
150PROMPTS.pdf	pdf	7ca796725fb3104562e7f9d435251a24614f4e5f0f3a6fbdd128354ab44641a9
1783952239798prompts_notebooklm_invente_com_ia.docx	docx	9c6b215340dd582c25c781d2a4239b304811d97040f2f21669e7ee5466c12abd
1B-PROMPTsSMART.pdf	pdf	cf4ac611d53372315464dcfbba25a4687e9dbc013ea6c04c95ef2226e0c1f4a5
40PromptsExistentesAprimorados(ParaNotebookLM).pdf	pdf	a502fbb30eeaf26ad595ea2777500a53ebc74bb2173d2b9be6bd92043528885e
70PromptsdeEliteparaoEcossistemaGemini(13).pdf	pdf	26f4baea190f5108eb8cac6d81e19b1936197291258e7e81c9212966534f1cc3
avaliacao_aula1.md	md	70502c60ad0121daba0e6d256b6970e938a51626925837c2c983f19235270290
avaliacao_aula2.md	md	15222e99b31f81c684475bd1aafc9489cbc582d52bd46c51f00dc8e4cc0f4fa7
avaliacao_aula3.md	md	a116d9d0d13975c7416f10aed2181832d997caf7d7bf11bae94bc3ce64361e66
avaliacao_aula4.md	md	3d7c183344c4d7c4dbd2ab89ef47865c79a283622cce81ba0aaf2f6f3902aba4
avaliacao_aula5.md	md	9f6d776fe1fa23e3972d8fd342e95de3985e81ae2cce886fda9e39f8c1af30d0
Avaliação-Aula1_IntroduçãoàIAeConversandocomModelosdeLinguagem.md	md	70502c60ad0121daba0e6d256b6970e938a51626925837c2c983f19235270290
Avaliação_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	15222e99b31f81c684475bd1aafc9489cbc582d52bd46c51f00dc8e4cc0f4fa7
Checklist_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	473adbd8c03e78f61e77edc7ddb3b8d23d60f1d827883b82e91d5260e8f455c7
checklist_aula1.md	md	b3eac35dc5b9f6e474753a37d3054e09753780d5f98fb5904cdbe23aafdbb3cb
checklist_aula2.md	md	473adbd8c03e78f61e77edc7ddb3b8d23d60f1d827883b82e91d5260e8f455c7
checklist_aula3.md	md	011403d936d2f0da6df4ee21307e0d9e1c8ce11a4b7ee1790e12681d8821e4c0
checklist_aula4.md	md	82163ea47d1adeca7404a3d5532e34c0252668bf3e14c9f08e81b55ea66d6113
checklist_aula5.md	md	abf2d24a5245ca6ac52e6d6c415cd02c1d9c7140343736f3ac4aacefdf3bf990
Curso_Prático__Automação_e_IA_para_Empreendedores_.md	md	e90d49b0ca8291c7974f618dfd1c9f9377a37a946c5ec916e35549eafe34424d
Desafios_-_Aula_2__Produção_de_Conteúdo_com_IA.md	md	6d912a501f66cf5204c5ad5a68df9c2be19b1e22024d8f76023df8d7e40a2b19
Desafios_-_Aula_3__Design_com_IA(1).md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14
Desafios_-_Aula_3__Design_com_IA(2).md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14
Desafios_-_Aula_3__Design_com_IA.md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14
desafios_aula1.md	md	858a9fa3f1abe30923cec47a48d9fcf3517a7e4f252e104541fe464608960ab2
desafios_aula2.md	md	6d912a501f66cf5204c5ad5a68df9c2be19b1e22024d8f76023df8d7e40a2b19
desafios_aula3.md	md	1edad021e88b9345d98ad8bd64b46fbe22d52b25988013f518a5cb5beec83b14
desafios_aula4.md	md	c2fe704892d563f97408b3c0a90ea2d125c4368d687e1d9bd1fc4b11c31a398d
desafios_aula5.md	md	cf10e519e556e55a082a82bcdf2c05108bcb60a8aa26c5c57f388c912c1af672
estrutura_geral_curso.md	md	b0955e6cb183833bcef9127f38ec40b8515085a9c65aed27940213cbd6ee7846
Estrutura_Geral_do_Curso__IA_na_Prática_para_Traba.md	md	b0955e6cb183833bcef9127f38ec40b8515085a9c65aed27940213cbd6ee7846
exercicios_aula1.md	md	fd4a5b702495e72458e90f0f5025bfe0a0aa931fa67c14a951090a49b12b45d2
